Time,Channel A
(ms),(V)

0.03812714,0.53523360
0.03844714,0.51771600
0.03876714,0.50019840
0.03908714,0.48213140
0.03940714,0.46400340
0.03972714,0.44593650
0.04004714,0.42756430
0.04036714,0.40894800
0.04068714,0.38972140
0.04100714,0.37049470
0.04132714,0.35096280
0.04164714,0.33179720
0.04196714,0.31196020
0.04228714,0.29248940
0.04260714,0.27271340
0.04292714,0.25263220
0.04324714,0.23285620
0.04356714,0.21253090
0.04388714,0.19244970
0.04420714,0.17236850
0.04452714,0.15204320
0.04484714,0.13141270
0.04516714,0.11102630
0.04548714,0.09070101
0.04580714,0.07037568
0.04612714,0.04998932
0.04644714,0.02966399
0.04676714,0.00958281
0.04708714,-0.01068148
0.04740714,-0.03106784
0.04772714,-0.05108799
0.04804714,-0.07092502
0.04836714,-0.09094516
0.04868714,-0.11072120
0.04900714,-0.13049710
0.04932714,-0.15033420
0.04964714,-0.16980500
0.04996714,-0.18933680
0.05028714,-0.20850250
0.05060714,-0.22748500
0.05092714,-0.24585710
0.05124714,-0.26422930
0.05156714,-0.28254040
0.05188714,-0.30066840
0.05220714,-0.31849120
0.05252714,-0.33600880
0.05284714,-0.35352640
0.05316714,-0.37128820
0.05348714,-0.38856170
0.05380714,-0.40522480
0.05412714,-0.42188790
0.05444714,-0.43830680
0.05476714,-0.45442060
0.05508714,-0.47022920
0.05540714,-0.48579360
0.05572714,-0.50105290
0.05604714,-0.51570180
0.05636714,-0.53041170
0.05668714,-0.54481640
0.05700714,-0.55897700
0.05732714,-0.57283240
0.05764714,-0.58638260
0.05796714,-0.59938350
0.05828714,-0.61238440
0.05860714,-0.62508010
0.05892714,-0.63698230
0.05924714,-0.64882350
0.05956714,-0.66011540
0.05988714,-0.67146830
0.06020714,-0.68221070
0.06052714,-0.69264810
0.06084714,-0.70284130
0.06116714,-0.71242410
0.06148714,-0.72176280
0.06180714,-0.73079620
0.06212714,-0.73958560
0.06244714,-0.74776450
0.06276714,-0.75539420
0.06308714,-0.76271860
0.06340714,-0.76949370
0.06372714,-0.77602460
0.06404714,-0.78170110
0.06436714,-0.78731650
0.06468714,-0.79268780
0.06500714,-0.79720450
0.06532714,-0.80147710
0.06564714,-0.80544450
0.06596714,-0.80849640
0.06628714,-0.81160930
0.06660714,-0.81417280
0.06692714,-0.81643120
0.06724714,-0.81814020
0.06756714,-0.81923880
0.06788714,-0.82009340
0.06820714,-0.82009340
0.06852714,-0.82009340
0.06884714,-0.81923880
0.06916714,-0.81838430
0.06948714,-0.81698050
0.06980714,-0.81472210
0.07012714,-0.81246380
0.07044714,-0.80935080
0.07076714,-0.80599390
0.07108714,-0.80233160
0.07140714,-0.79836420
0.07172714,-0.79409160
0.07204714,-0.78902550
0.07236714,-0.78395940
0.07268714,-0.77797780
0.07300714,-0.77205720
0.07332714,-0.76558730
0.07364714,-0.75850700
0.07396714,-0.75087740
0.07428714,-0.74324780
0.07460714,-0.73531290
0.07492714,-0.72682880
0.07524714,-0.71779540
0.07556714,-0.70876190
0.07588714,-0.69942320
0.07620714,-0.68984040
0.07652714,-0.67964720
0.07684714,-0.66920990
0.07716714,-0.65816220
0.07748714,-0.64687030
0.07780714,-0.63527330
0.07812714,-0.62337110
0.07844714,-0.61152990
0.07876714,-0.59907840
0.07908714,-0.58638260
0.07940714,-0.57368700
0.07972714,-0.56068610
0.08004714,-0.54738000
0.08036714,-0.53382970
0.08068714,-0.51997440
0.08100714,-0.50581380
0.08132714,-0.49110390
0.08164714,-0.47645500
0.08196714,-0.46143990
0.08228714,-0.44618060
0.08260714,-0.43092130
0.08292714,-0.41541790
0.08324714,-0.39985350
0.08356714,-0.38404490
0.08388714,-0.36793120
0.08420714,-0.35181740
0.08452714,-0.33570360
0.08484714,-0.31928460
0.08516714,-0.30292670
0.08548714,-0.28626360
0.08580714,-0.26929530
0.08612714,-0.25232700
0.08644714,-0.23535870
0.08676714,-0.21814630
0.08708714,-0.20117800
0.08740714,-0.18396560
0.08772714,-0.16669210
0.08804714,-0.14972380
0.08836714,-0.13220620
0.08868714,-0.11523790
0.08900714,-0.09802546
0.08932714,-0.08105716
0.08964714,-0.06353953
0.08996714,-0.04632710
0.09028714,-0.02935881
0.09060714,-0.01239051
0.09092714,0.00451674
0.09124714,0.02148503
0.09156714,0.03814814
0.09188714,0.05511643
0.09220714,0.07202368
0.09252714,0.08844264
0.09284714,0.10510580
0.09316714,0.12121950
0.09348714,0.13763850
0.09380714,0.15369120
0.09412714,0.16980500
0.09444714,0.18536940
0.09476714,0.20117800
0.09508714,0.21674250
0.09540714,0.23200170
0.09572714,0.24695580
0.09604714,0.26197090
0.09636714,0.27692500
0.09668714,0.29163490
0.09700714,0.30573440
0.09732714,0.31958980
0.09764714,0.33320110
0.09796714,0.34644610
0.09828714,0.35944700
0.09860714,0.37244790
0.09892714,0.38514360
0.09924714,0.39759510
0.09956714,0.40974150
0.09988714,0.42164370
0.10020714,0.43324080
0.10052714,0.44422740
0.10084714,0.45527510
0.10116714,0.46571250
0.10148714,0.47614980
0.10180714,0.48579360
0.10212714,0.49537640
0.10244714,0.50471510
0.10276714,0.51374860
0.10308714,0.52253790
0.10340714,0.53071690
0.10372714,0.53865170
0.10404714,0.54597620
0.10436714,0.55305640
0.10468714,0.55983160
0.10500714,0.56630150
0.10532714,0.57228310
0.10564714,0.57820370
0.10596714,0.58326980
0.10628714,0.58809170
0.10660714,0.59230320
0.10692714,0.59627060
0.10724714,0.59968870
0.10756714,0.60304580
0.10788714,0.60615860
0.10820714,0.60841700
0.10852714,0.61067540
0.10884714,0.61214020
0.10916714,0.61323890
0.10948714,0.61378820
0.10980714,0.61464280
0.11012714,0.61439870
0.11044714,0.61378820
0.11076714,0.61293380
0.11108714,0.61183510
0.11140714,0.61012600
0.11172714,0.60786770
0.11204714,0.60530410
0.11236714,0.60194710
0.11268714,0.59852900
0.11300714,0.59486680
0.11332714,0.59065520
0.11364714,0.58613850
0.11396714,0.58101140
0.11428714,0.57594530
0.11460714,0.57002470
0.11492714,0.56379900
0.11524714,0.55702380
0.11556714,0.55018770
0.11588714,0.54286320
0.11620714,0.53523360
0.11652714,0.52705470
0.11684714,0.51857050
0.11716714,0.50953700
0.11748714,0.50019840
0.11780714,0.49055450
0.11812714,0.48097170
0.11844714,0.47077850
0.11876714,0.46034120
0.11908714,0.44929350
0.11940714,0.43800170
0.11972714,0.42640460
0.12004714,0.41456340
0.12036714,0.40241710
0.12068714,0.38996550
0.12100714,0.37751400
0.12132714,0.36426890
0.12164714,0.35126810
0.12196714,0.33741270
0.12228714,0.32355720
0.12260714,0.30945770
0.12292714,0.29499190
0.12324714,0.28003790
0.12356714,0.26477860
0.12388714,0.24982450
0.12420714,0.23426010
0.12452714,0.21869560
0.12484714,0.20288710
0.12516714,0.18677330
0.12548714,0.17041540
0.12580714,0.15399640
0.12612714,0.13733330
0.12644714,0.12036500
0.12676714,0.10315260
0.12708714,0.08587909
0.12740714,0.06866664
0.12772714,0.05114902
0.12804714,0.03363140
0.12836714,0.01550340
0.12868714,-0.00195319
0.12900714,-0.02002014
0.12932714,-0.03784295
0.12964714,-0.05560473
0.12996714,-0.07342754
0.13028714,-0.09210486
0.13060714,-0.11047700
0.13092714,-0.12854400
0.13124714,-0.14691610
0.13156714,-0.16498310
0.13188714,-0.18366040
0.13220714,-0.20203250
0.13252714,-0.22009950
0.13284714,-0.23822750
0.13316714,-0.25629440
0.13348714,-0.27466660
0.13380714,-0.29273360
0.13412714,-0.31080050
0.13444714,-0.32892850
0.13476714,-0.34699540
0.13508714,-0.36451310
0.13540714,-0.38233590
0.13572714,-0.39985350
0.13604714,-0.41767630
0.13636714,-0.43488880
0.13668714,-0.45240640
0.13700714,-0.46937470
0.13732714,-0.48658710
0.13764714,-0.50331130
0.13796714,-0.51997440
0.13828714,-0.53633230
0.13860714,-0.55305640
0.13892714,-0.56910910
0.13924714,-0.58522300
0.13956714,-0.60109260
0.13988714,-0.61659600
0.14020714,-0.63185520
0.14052714,-0.64687030
0.14084714,-0.66158030
0.14116714,-0.67622910
0.14148714,-0.69063390
0.14180714,-0.70448930
0.14212714,-0.71834470
0.14244714,-0.73165080
0.14276714,-0.74495680
0.14308714,-0.75795770
0.14340714,-0.77034820
0.14372714,-0.78249460
0.14404714,-0.79439680
0.14436714,-0.80623800
0.14468714,-0.81728570
0.14500714,-0.82802820
0.14532714,-0.83846550
0.14564714,-0.84835350
0.14596714,-0.85799740
0.14628714,-0.86727500
0.14660714,-0.87636950
0.14692714,-0.88485370
0.14724714,-0.89303260
0.14756714,-0.90066220
0.14788714,-0.90829190
0.14820714,-0.91537220
0.14852714,-0.92214730
0.14884714,-0.92837300
0.14916714,-0.93398850
0.14948714,-0.93935970
0.14980714,-0.94442580
0.15012714,-0.94924770
0.15044714,-0.95352030
0.15076714,-0.95718250
0.15108714,-0.96029540
0.15140714,-0.96310310
0.15172714,-0.96536150
0.15204714,-0.96761980
0.15236714,-0.96932890
0.15268714,-0.97042760
0.15300714,-0.97128210
0.15332714,-0.97189250
0.15364714,-0.97213660
0.15396714,-0.97158720
0.15428714,-0.97073270
0.15460714,-0.96932890
0.15492714,-0.96761980
0.15524714,-0.96536150
0.15556714,-0.96310310
0.15588714,-0.95999030
0.15620714,-0.95663320
0.15652714,-0.95290990
0.15684714,-0.94900360
0.15716714,-0.94448690
0.15748714,-0.93966490
0.15780714,-0.93429360
0.15812714,-0.92837300
0.15844714,-0.92214730
0.15876714,-0.91561630
0.15908714,-0.90853600
0.15940714,-0.90121160
0.15972714,-0.89327680
0.16004714,-0.88509780
0.16036714,-0.87661370
0.16068714,-0.86812950
0.16100714,-0.85909610
0.16132714,-0.84975740
0.16164714,-0.83986940
0.16196714,-0.82973720
0.16228714,-0.81923880
0.16260714,-0.80849640
0.16292714,-0.79750970
0.16324714,-0.78591260
0.16356714,-0.77401040
0.16388714,-0.76186410
0.16420714,-0.74947360
0.16452714,-0.73647270
0.16484714,-0.72316660
0.16516714,-0.70986050
0.16548714,-0.69661550
0.16580714,-0.68276010
0.16612714,-0.66920990
0.16644714,-0.65535450
0.16676714,-0.64094970
0.16708714,-0.62623980
0.16740714,-0.61122470
0.16772714,-0.59596540
0.16804714,-0.58046200
0.16836714,-0.56489760
0.16868714,-0.54908900
0.16900714,-0.53321940
0.16932714,-0.51686150
0.16964714,-0.50105290
0.16996714,-0.48463390
0.17028714,-0.46821500
0.17060714,-0.45130770
0.17092714,-0.43458360
0.17124714,-0.41767630
0.17156714,-0.40070800
0.17188714,-0.38373970
0.17220714,-0.36677150
0.17252714,-0.34980310
0.17284714,-0.33228550
0.17316714,-0.31507310
0.17348714,-0.29755550
0.17380714,-0.27973260
0.17412714,-0.26190980
0.17444714,-0.24439220
0.17476714,-0.22663040
0.17508714,-0.20911280
0.17540714,-0.19159520
0.17572714,-0.17432170
0.17604714,-0.15680410
0.17636714,-0.13928650
0.17668714,-0.12176890
0.17700714,-0.10425120
0.17732714,-0.08673360
0.17764714,-0.06921598
0.17796714,-0.05194250
0.17828714,-0.03473007
0.17860714,-0.01776177
0.17892714,-0.00079348
0.17924714,0.01611377
0.17956714,0.03302103
0.17988714,0.04974517
0.18020714,0.06640828
0.18052714,0.08307138
0.18084714,0.09949034
0.18116714,0.11584830
0.18148714,0.13196200
0.18180714,0.14777060
0.18212714,0.16333510
0.18244714,0.17889950
0.18276714,0.19415880
0.18308714,0.20941800
0.18340714,0.22437210
0.18372714,0.23932610
0.18404714,0.25403610
0.18436714,0.26819670
0.18468714,0.28229620
0.18500714,0.29615160
0.18532714,0.30970180
0.18564714,0.32300790
0.18596714,0.33631400
0.18628714,0.34900970
0.18660714,0.36201060
0.18692714,0.37470630
0.18724714,0.38685260
0.18756714,0.39875480
0.18788714,0.41035190
0.18820714,0.42164370
0.18852714,0.43238620
0.18884714,0.44312880
0.18916714,0.45356610
0.18948714,0.46375930
0.18980714,0.47334210
0.19012714,0.48298590
0.19044714,0.49226360
0.19076714,0.50135810
0.19108714,0.50978120
0.19140714,0.51826530
0.19172714,0.52650540
0.19204714,0.53437910
0.19236714,0.54176460
0.19268714,0.54908900
0.19300714,0.55616930
0.19332714,0.56263920
0.19364714,0.56917020
0.19396714,0.57509080
0.19428714,0.58046200
0.19460714,0.58552810
0.19492714,0.59065520
0.19524714,0.59517200
0.19556714,0.59938350
0.19588714,0.60335090
0.19620714,0.60701320
0.19652714,0.61043130
0.19684714,0.61323890
0.19716714,0.61580250
0.19748714,0.61830500
0.19780714,0.62031920
0.19812714,0.62202820
0.19844714,0.62367620
0.19876714,0.62453080
0.19908714,0.62514110
0.19940714,0.62569050
0.19972714,0.62569050
0.20004714,0.62538530
0.20036714,0.62483600
0.20068714,0.62398140
0.20100714,0.62257760
0.20132714,0.62086860
0.20164714,0.61915950
0.20196714,0.61690120
0.20228714,0.61439870
0.20260714,0.61183510
0.20292714,0.60902740
0.20324714,0.60560930
0.20356714,0.60194710
0.20388714,0.59797970
0.20420714,0.59376810
0.20452714,0.58925140
0.20484714,0.58467360
0.20516714,0.57991270
0.20548714,0.57454140
0.20580714,0.56886500
0.20612714,0.56294440
0.20644714,0.55702380
0.20676714,0.55079810
0.20708714,0.54402300
0.20740714,0.53724780
0.20772714,0.53016750
0.20804714,0.52278210
0.20836714,0.51545760
0.20868714,0.50752280
0.20900714,0.49964900
0.20932714,0.49140900
0.20964714,0.48292490
0.20996714,0.47450180
0.21028714,0.46571250
0.21060714,0.45667900
0.21092714,0.44764550
0.21124714,0.43830680
0.21156714,0.42866300
0.21188714,0.41908020
0.21220714,0.40919220
0.21252714,0.39899900
0.21284714,0.38911100
0.21316714,0.37867370
0.21348714,0.36823630
0.21380714,0.35749380
0.21412714,0.34675130
0.21444714,0.33570360
0.21476714,0.32471700
0.21508714,0.31366920
0.21540714,0.30237740
0.21572714,0.29108550
0.21604714,0.27948850
0.21636714,0.26819670
0.21668714,0.25659960
0.21700714,0.24469740
0.21732714,0.23310040
0.21764714,0.22156440
0.21796714,0.20941800
0.21828714,0.19751580
0.21860714,0.18536940
0.21892714,0.17322310
0.21924714,0.16132080
0.21956714,0.14947970
0.21988714,0.13733330
0.22020714,0.12518690
0.22052714,0.11304060
0.22084714,0.10089420
0.22116714,0.08874783
0.22148714,0.07684561
0.22180714,0.06500442
0.22212714,0.05310221
0.22244714,0.04126102
0.22276714,0.02966399
0.22308714,0.01776177
0.22340714,0.00592059
0.22372714,-0.00561541
0.22404714,-0.01721244
0.22436714,-0.02850429
0.22468714,-0.04010132
0.22500714,-0.05139317
0.22532714,-0.06268502
0.22564714,-0.07373272
0.22596714,-0.08447523
0.22628714,-0.09491257
0.22660714,-0.10534990
0.22692714,-0.11584830
0.22724714,-0.12628560
0.22756714,-0.13647880
0.22788714,-0.14661090
0.22820714,-0.15649890
0.22852714,-0.16614280
0.22884714,-0.17572560
0.22916714,-0.18506420
0.22948714,-0.19440290
0.22980714,-0.20343640
0.23012714,-0.21216470
0.23044714,-0.22095400
0.23076714,-0.22943820
0.23108714,-0.23761710
0.23140714,-0.24579610
0.23172714,-0.25403610
0.23204714,-0.26190980
0.23236714,-0.26984470
0.23268714,-0.27716910
0.23300714,-0.28455460
0.23332714,-0.29187900
0.23364714,-0.29895930
0.23396714,-0.30573440
0.23428714,-0.31220440
0.23460714,-0.31873530
0.23492714,-0.32465590
0.23524714,-0.33033230
0.23556714,-0.33625290
0.23588714,-0.34162420
0.23620714,-0.34723960
0.23652714,-0.35206150
0.23684714,-0.35688340
0.23716714,-0.36140020
0.23748714,-0.36536760
0.23780714,-0.36933500
0.23812714,-0.37324140
0.23844714,-0.37665950
0.23876714,-0.38007750
0.23908714,-0.38319040
0.23940714,-0.38599810
0.23972714,-0.38825650
0.24004714,-0.39051490
0.24036714,-0.39246800
0.24068714,-0.39417710
0.24100714,-0.39588610
0.24132714,-0.39698480
0.24164714,-0.39783930
0.24196714,-0.39869380
0.24228714,-0.39899900
0.24260714,-0.39924310
0.24292714,-0.39899900
0.24324714,-0.39869380
0.24356714,-0.39814450
0.24388714,-0.39729000
0.24420714,-0.39588610
0.24452714,-0.39448230
0.24484714,-0.39307840
0.24516714,-0.39106420
0.24548714,-0.38880580
0.24580714,-0.38654740
0.24612714,-0.38398390
0.24644714,-0.38148140
0.24676714,-0.37861260
0.24708714,-0.37556080
0.24740714,-0.37244790
0.24772714,-0.36872460
0.24804714,-0.36481830
0.24836714,-0.36085090
0.24868714,-0.35657830
0.24900714,-0.35236670
0.24932714,-0.34785000
0.24964714,-0.34302800
0.24996714,-0.33820610
0.25028714,-0.33314000
0.25060714,-0.32776880
0.25092714,-0.32239750
0.25124714,-0.31672110
0.25156714,-0.31110570
0.25188714,-0.30518510
0.25220714,-0.29895930
0.25252714,-0.29242830
0.25284714,-0.28595840
0.25316714,-0.27973260
0.25348714,-0.27295760
0.25380714,-0.26618250
0.25412714,-0.25940730
0.25444714,-0.25257120
0.25476714,-0.24555190
0.25508714,-0.23816650
0.25540714,-0.23114720
0.25572714,-0.22406690
0.25604714,-0.21668140
0.25636714,-0.20935700
0.25668714,-0.20142220
0.25700714,-0.19379250
0.25732714,-0.18616290
0.25764714,-0.17828910
0.25796714,-0.17065950
0.25828714,-0.16272470
0.25860714,-0.15478990
0.25892714,-0.14691610
0.25924714,-0.13873710
0.25956714,-0.13025300
0.25988714,-0.12201300
0.26020714,-0.11413920
0.26052714,-0.10620440
0.26084714,-0.09802546
0.26116714,-0.08984649
0.26148714,-0.08136234
0.26180714,-0.07312235
0.26212714,-0.06494339
0.26244714,-0.05676443
0.26276714,-0.04858547
0.26308714,-0.04034547
0.26340714,-0.03216651
0.26372714,-0.02398755
0.26404714,-0.01580859
0.26436714,-0.00787378
0.26468714,-0.00024415
0.26500714,0.00762963
0.26532714,0.01580859
0.26564714,0.02374340
0.26596714,0.03137303
0.26628714,0.03924681
0.26660714,0.04687643
0.26692714,0.05450606
0.26724714,0.06189154
0.26756714,0.06921598
0.26788714,0.07684561
0.26820714,0.08417005
0.26852714,0.09125035
0.26884714,0.09833064
0.26916714,0.10510580
0.26948714,0.11218600
0.26980714,0.11865600
0.27012714,0.12518690
0.27044714,0.13196200
0.27076714,0.13818780
0.27108714,0.14441360
0.27140714,0.15057830
0.27172714,0.15625480
0.27204714,0.16193120
0.27236714,0.16730250
0.27268714,0.17267370
0.27300714,0.17773980
0.27332714,0.18280590
0.27364714,0.18793300
0.27396714,0.19244970
0.27428714,0.19696650
0.27460714,0.20148320
0.27492714,0.20599990
0.27524714,0.21021150
0.27556714,0.21417890
0.27588714,0.21814630
0.27620714,0.22211370
0.27652714,0.22577590
0.27684714,0.22913300
0.27716714,0.23200170
0.27748714,0.23480940
0.27780714,0.23761710
0.27812714,0.24018070
0.27844714,0.24243900
0.27876714,0.24439220
0.27908714,0.24640650
0.27940714,0.24811550
0.27972714,0.24951930
0.28004714,0.25061800
0.28036714,0.25177770
0.28068714,0.25263220
0.28100714,0.25348680
0.28132714,0.25373090
0.28164714,0.25403610
0.28196714,0.25403610
0.28228714,0.25373090
0.28260714,0.25287640
0.28292714,0.25202180
0.28324714,0.25092320
0.28356714,0.24976350
0.28388714,0.24811550
0.28420714,0.24640650
0.28452714,0.24439220
0.28484714,0.24243900
0.28516714,0.24018070
0.28548714,0.23761710
0.28580714,0.23480940
0.28612714,0.23169650
0.28644714,0.22858360
0.28676714,0.22492140
0.28708714,0.22125920
0.28740714,0.21729180
0.28772714,0.21332440
0.28804714,0.20911280
0.28836714,0.20429090
0.28868714,0.19946900
0.28900714,0.19470810
0.28932714,0.18988620
0.28964714,0.18451490
0.28996714,0.17883850
0.29028714,0.17346720
0.29060714,0.16785180
0.29092714,0.16193120
0.29124714,0.15594960
0.29156714,0.14978480
0.29188714,0.14325390
0.29220714,0.13678400
0.29252714,0.12994780
0.29284714,0.12317270
0.29316714,0.11615340
0.29348714,0.10907320
0.29380714,0.10199290
0.29412714,0.09466842
0.29444714,0.08728294
0.29476714,0.07995850
0.29508714,0.07232887
0.29540714,0.06469924
0.29572714,0.05676443
0.29604714,0.04889065
0.29636714,0.04095584
0.29668714,0.03277688
0.29700714,0.02459792
0.29732714,0.01635792
0.29764714,0.00817896
0.29796714,0.00000000
0.29828714,-0.00842311
0.29860714,-0.01690725
0.29892714,-0.02508621
0.29924714,-0.03357036
0.29956714,-0.04235969
0.29988714,-0.05084384
0.30020714,-0.05926695
0.30052714,-0.06805628
0.30084714,-0.07708976
0.30116714,-0.08587909
0.30148714,-0.09460738
0.30180714,-0.10309150
0.30212714,-0.11212500
0.30244714,-0.12091430
0.30276714,-0.12964260
0.30308714,-0.13812680
0.30340714,-0.14691610
0.30372714,-0.15564440
0.30404714,-0.16467790
0.30436714,-0.17346720
0.30468714,-0.18219550
0.30500714,-0.19067970
0.30532714,-0.19946900
0.30564714,-0.20819730
0.30596714,-0.21698660
0.30628714,-0.22577590
0.30660714,-0.23419900
0.30692714,-0.24298840
0.30724714,-0.25147250
0.30756714,-0.25995670
0.30788714,-0.26844080
0.30820714,-0.27692500
0.30852714,-0.28510390
0.30884714,-0.29303870
0.30916714,-0.30091250
0.30948714,-0.30909150
0.30980714,-0.31733150
0.31012714,-0.32496110
0.31044714,-0.33283490
0.31076714,-0.34076970
0.31108714,-0.34839930
0.31140714,-0.35602890
0.31172714,-0.36341440
0.31204714,-0.37073890
0.31236714,-0.37781920
0.31268714,-0.38459430
0.31300714,-0.39136940
